year,state,births,region,percent,topFive
1916,CT,24583,Northeast,1.38,"['Mary', 'John', 'Joseph', 'Helen', 'William']"
1916,DE,3051,South,0.17,"['William', 'John', 'Mary', 'James', 'Dorothy']"
1916,FL,16195,South,0.91,"['Mary', 'James', 'William', 'John', 'Robert']"
1916,GA,57468,South,3.22,"['James', 'John', 'William', 'Willie', 'Robert']"
1916,HI,4112,West,0.23,"['John', 'Mary', 'Helen', 'Margaret', 'Joseph']"
1916,ID,6834,West,0.38,"['Mary', 'John', 'Robert', 'Helen', 'William']"
1916,IL,107621,Midwest,6.02,"['John', 'William', 'Robert', 'Joseph', 'Edward']"
1916,IN,44060,Midwest,2.47,"['Mary', 'Robert', 'John', 'Helen', 'Charles']"
1916,IA,38747,Midwest,2.17,"['Mary', 'Robert', 'John', 'Helen', 'William']"
1916,KS,27980,Midwest,1.57,"['Mary', 'John', 'Helen', 'Dorothy', 'William']"
1916,KY,43760,South,2.45,"['James', 'William', 'John', 'Charles', 'Robert']"
1916,LA,32561,South,1.82,"['Mary', 'John', 'James', 'Joseph', 'William']"
1916,ME,10450,Northeast,0.58,"['Mary', 'Dorothy', 'Robert', 'Ruth', 'John']"
1916,MD,22261,South,1.25,"['Mary', 'William', 'John', 'Charles', 'Margaret']"
1916,MA,62328,Northeast,3.49,"['Mary', 'John', 'Joseph', 'William', 'Dorothy']"
1916,MI,59845,Midwest,3.35,"['John', 'Mary', 'Helen', 'Robert', 'Dorothy']"
1916,MN,40454,Midwest,2.26,"['John', 'Helen', 'Mary', 'Robert', 'Dorothy']"
1916,MS,34217,South,1.92,"['Mary', 'James', 'John', 'William', 'Willie']"
1916,MO,53450,Midwest,2.99,"['William', 'John', 'Dorothy', 'James', 'Helen']"
1916,MT,9861,West,0.55,"['Mary', 'John', 'William', 'Robert', 'Margaret']"
1916,NE,21663,Midwest,1.21,"['John', 'Helen', 'Dorothy', 'Mary', 'Robert']"
1916,NV,566,West,0.03,"['John', 'Mary', 'William', 'Robert', 'James']"
1916,NH,5568,Northeast,0.31,"['John', 'Mary', 'Robert', 'George', 'Dorothy']"
1916,NJ,52940,Northeast,2.96,"['John', 'Joseph', 'William', 'Anna', 'Dorothy']"
1916,NM,5717,West,0.32,"['Mary', 'John', 'Joe', 'Jose', 'James']"
1916,NY,174254,Northeast,9.75,"['John', 'Joseph', 'William', 'Robert', 'George']"
1916,NC,55672,South,3.12,"['James', 'William', 'John', 'Robert', 'Annie']"
1916,ND,14182,Midwest,0.79,"['John', 'Mary', 'William', 'Helen', 'Margaret']"
1916,OH,88590,Midwest,4.96,"['John', 'Robert', 'Helen', 'William', 'Dorothy']"
1916,OK,33891,South,1.90,"['Mary', 'James', 'William', 'John', 'Robert']"
1916,OR,9297,West,0.52,"['Robert', 'William', 'Helen', 'John', 'Dorothy']"
1916,PA,162638,Northeast,9.10,"['John', 'Joseph', 'William', 'Anna', 'Dorothy']"
1916,RI,9057,Northeast,0.51,"['Mary', 'John', 'Joseph', 'Helen', 'William']"
1916,SC,35989,South,2.01,"['James', 'Mary', 'John', 'William', 'Robert']"
1916,SD,10944,Midwest,0.61,"['Robert', 'John', 'Helen', 'Dorothy', 'Mary']"
1916,TN,41798,South,2.34,"['James', 'William', 'John', 'Robert', 'Charles']"
1916,TX,83310,South,4.66,"['Mary', 'James', 'John', 'William', 'Robert']"
1916,UT,8414,West,0.47,"['John', 'Mary', 'Ruth', 'Helen', 'William']"
1916,VT,4448,Northeast,0.25,"['Mary', 'Robert', 'John', 'Ruth', 'Helen']"
1916,VA,42719,South,2.39,"['James', 'William', 'John', 'Virginia', 'Robert']"
1916,WA,15858,West,0.89,"['Robert', 'John', 'William', 'Mary', 'Margaret']"
1916,WV,26371,South,1.48,"['Mary', 'John', 'William', 'James', 'Charles']"
1916,WI,43588,Midwest,2.44,"['John', 'Dorothy', 'Robert', 'Helen', 'Mary']"
1916,WY,2120,West,0.12,"['Mary', 'John', 'William', 'Robert', 'Helen']"
1917,AK,276,West,0.01,"['John', 'Mary', 'Robert', 'William', 'Margaret']"
1917,AL,45115,South,2.43,"['James', 'John', 'William', 'Robert', 'Annie']"
1917,AZ,5516,West,0.30,"['Mary', 'John', 'Maria', 'William', 'Robert']"
1917,AR,32848,South,1.77,"['James', 'Mary', 'William', 'John', 'Robert']"
1917,CA,39926,West,2.15,"['John', 'Robert', 'William', 'Dorothy', 'George']"
1917,CO,14056,West,0.76,"['Mary', 'John', 'Robert', 'William', 'Helen']"
1917,CT,27080,Northeast,1.46,"['Mary', 'John', 'Helen', 'Joseph', 'William']"
1917,DE,3226,South,0.17,"['Mary', 'John', 'William', 'James', 'Helen']"
1917,FL,16728,South,0.90,"['Mary', 'James', 'William', 'John', 'Robert']"
1917,GA,57419,South,3.09,"['James', 'John', 'William', 'Willie', 'Robert']"
1917,HI,4735,West,0.26,"['John', 'George', 'Mary', 'William', 'Helen']"
1917,ID,7201,West,0.39,"['Mary', 'Robert', 'John', 'Helen', 'William']"
1917,IL,108274,Midwest,5.83,"['John', 'William', 'Robert', 'Dorothy', 'Edward']"
1917,IN,45385,Midwest,2.45,"['Mary', 'Robert', 'John', 'Helen', 'William']"
1917,IA,39132,Midwest,2.11,"['Mary', 'Robert', 'John', 'Dorothy', 'Helen']"
1917,KS,28658,Midwest,1.54,"['Mary', 'John', 'Helen', 'William', 'Robert']"
1917,KY,44654,South,2.41,"['James', 'William', 'John', 'Robert', 'Charles']"
1917,LA,33903,South,1.83,"['Mary', 'John', 'James', 'Joseph', 'William']"
1917,ME,11282,Northeast,0.61,"['Mary', 'Robert', 'Dorothy', 'John', 'Helen']"
1917,MD,23335,South,1.26,"['Mary', 'William', 'John', 'Charles', 'James']"
1917,MA,65563,Northeast,3.53,"['John', 'Joseph', 'Helen', 'William', 'Robert']"
1917,MI,63520,Midwest,3.42,"['Mary', 'John', 'Helen', 'Robert', 'William']"
1917,MN,40493,Midwest,2.18,"['John', 'Helen', 'Robert', 'Mary', 'Dorothy']"
1917,MS,33606,South,1.81,"['James', 'John', 'William', 'Willie', 'Robert']"
1917,MO,53026,Midwest,2.86,"['Mary', 'John', 'William', 'James', 'Dorothy']"
1917,MT,11336,West,0.61,"['John', 'William', 'Robert', 'Mary', 'Helen']"
1917,NE,22611,Midwest,1.22,"['Helen', 'Mary', 'John', 'Dorothy', 'Robert']"
1917,NV,609,West,0.03,"['John', 'Mary', 'William', 'Charles', 'George']"
1917,NH,5847,Northeast,0.32,"['John', 'Robert', 'Mary', 'Helen', 'George']"
1917,NJ,55964,Northeast,3.02,"['John', 'Mary', 'Joseph', 'Helen', 'William']"
1917,NM,6215,West,0.33,"['Mary', 'John', 'Jose', 'Joe', 'William']"
1917,NY,182226,Northeast,9.82,"['John', 'Joseph', 'Helen', 'William', 'Robert']"
1917,NC,57945,South,3.12,"['James', 'William', 'John', 'Robert', 'Annie']"
1917,ND,14378,Midwest,0.77,"['John', 'Robert', 'Helen', 'Mary', 'Margaret']"
1917,OH,94311,Midwest,5.08,"['Robert', 'John', 'William', 'Dorothy', 'Charles']"
1917,OK,36441,South,1.96,"['Mary', 'James', 'John', 'William', 'Robert']"
1917,OR,9421,West,0.51,"['Robert', 'Mary', 'John', 'William', 'Helen']"
1917,PA,171028,Northeast,9.22,"['John', 'William', 'Joseph', 'Anna', 'Robert']"
1917,RI,9559,Northeast,0.52,"['Mary', 'John', 'Joseph', 'William', 'Helen']"
1917,SC,36442,South,1.96,"['James', 'John', 'William', 'Robert', 'Willie']"
1917,SD,11480,Midwest,0.62,"['Helen', 'Mary', 'John', 'Robert', 'Dorothy']"
1917,TN,44226,South,2.38,"['James', 'William', 'John', 'Robert', 'Charles']"
1917,TX,86890,South,4.68,"['James', 'William', 'John', 'Robert', 'Dorothy']"
1917,UT,8679,West,0.47,"['Mary', 'Ruth', 'John', 'Helen', 'William']"
1917,VT,4534,Northeast,0.24,"['Mary', 'Dorothy', 'John', 'Robert', 'Ruth']"
1917,VA,44783,South,2.41,"['Mary', 'James', 'William', 'John', 'Virginia']"
1917,WA,16340,West,0.88,"['Robert', 'John', 'Mary', 'William', 'Dorothy']"
1917,WV,28156,South,1.52,"['Mary', 'James', 'William', 'John', 'Charles']"
1917,WI,44105,Midwest,2.38,"['Robert', 'John', 'Dorothy', 'Mary', 'Helen']"
1917,WY,2481,West,0.13,"['Mary', 'John', 'William', 'Helen', 'George']"
1918,AK,342,West,0.02,"['Mary', 'William', 'John', 'Joseph', 'Robert']"
1918,AL,49709,South,2.47,"['James', 'John', 'William', 'Robert', 'Annie']"
1918,AZ,6383,West,0.32,"['Mary', 'John', 'Robert', 'Manuel', 'Frank']"
1918,AR,35717,South,1.77,"['James', 'William', 'John', 'Robert', 'Mildred']"
1918,CA,44696,West,2.22,"['Robert', 'John', 'William', 'Dorothy', 'George']"
1918,CO,15677,West,0.78,"['Mary', 'John', 'Robert', 'William', 'Helen']"
1918,CT,27779,Northeast,1.38,"['Mary', 'John', 'Helen', 'Joseph', 'William']"
1918,DE,3705,South,0.18,"['Mary', 'John', 'William', 'James', 'Helen']"
1918,FL,18564,South,0.92,"['James', 'Mary', 'William', 'John', 'Robert']"
1918,GA,63560,South,3.16,"['James', 'John', 'William', 'Willie', 'Robert']"
1918,HI,4871,West,0.24,"['Mary', 'John', 'William', 'Joseph', 'George']"
1918,ID,8226,West,0.41,"['Robert', 'Mary', 'John', 'Helen', 'Dorothy']"
1918,IL,116604,Midwest,5.79,"['John', 'Mary', 'Robert', 'William', 'James']"
1918,IN,49346,Midwest,2.45,"['Mary', 'Robert', 'John', 'William', 'Helen']"
1918,IA,42210,Midwest,2.10,"['Robert', 'Mary', 'John', 'Dorothy', 'Helen']"
1918,KS,30677,Midwest,1.52,"['Mary', 'John', 'Robert', 'Helen', 'Dorothy']"
1918,KY,50090,South,2.49,"['James', 'William', 'John', 'Robert', 'Charles']"
1918,LA,37932,South,1.88,"['Mary', 'John', 'James', 'Joseph', 'William']"
1918,ME,12056,Northeast,0.60,"['Mary', 'John', 'Dorothy', 'Robert', 'Ruth']"
1918,MD,25518,South,1.27,"['Mary', 'William', 'John', 'Charles', 'Margaret']"
1918,MA,69512,Northeast,3.45,"['Mary', 'John', 'Joseph', 'William', 'Robert']"
1918,MI,69424,Midwest,3.45,"['Mary', 'John', 'Robert', 'William', 'Dorothy']"
1918,MN,42890,Midwest,2.13,"['John', 'Robert', 'Dorothy', 'Mary', 'Margaret']"
1918,MS,37091,South,1.84,"['James', 'John', 'William', 'Willie', 'Robert']"
1918,MO,57501,Midwest,2.86,"['Mary', 'William', 'John', 'Dorothy', 'Robert']"
1918,MT,12017,West,0.60,"['John', 'Mary', 'Robert', 'William', 'Helen']"
1918,NE,23904,Midwest,1.19,"['Robert', 'John', 'Mary', 'Dorothy', 'Helen']"
1918,NV,597,West,0.03,"['John', 'Mary', 'William', 'James', 'George']"
1918,NH,6380,Northeast,0.32,"['John', 'Robert', 'Mary', 'Dorothy', 'Helen']"
1918,NJ,59107,Northeast,2.94,"['John', 'Mary', 'Helen', 'Joseph', 'William']"
1918,NM,7099,West,0.35,"['Mary', 'Jose', 'John', 'Joe', 'Frank']"
1918,NY,190953,Northeast,9.48,"['John', 'Joseph', 'William', 'Robert', 'Margaret']"
1918,NC,63223,South,3.14,"['James', 'William', 'John', 'Robert', 'Annie']"
1918,ND,14413,Midwest,0.72,"['John', 'Helen', 'Robert', 'Ruth', 'Mary']"
1918,OH,102511,Midwest,5.09,"['Robert', 'John', 'Helen', 'William', 'Ruth']"
1918,OK,42983,South,2.13,"['Mary', 'James', 'John', 'William', 'Robert']"
1918,OR,10421,West,0.52,"['Robert', 'John', 'Dorothy', 'William', 'Mary']"
1918,PA,185988,Northeast,9.24,"['John', 'William', 'Joseph', 'Dorothy', 'Robert']"
1918,RI,10375,Northeast,0.52,"['Mary', 'John', 'Joseph', 'William', 'Helen']"
1918,SC,41090,South,2.04,"['James', 'John', 'William', 'Willie', 'Robert']"
1918,SD,12262,Midwest,0.61,"['Robert', 'John', 'Mary', 'Helen', 'Dorothy']"
1918,TN,47605,South,2.36,"['James', 'Mary', 'William', 'John', 'Robert']"
1918,TX,92003,South,4.57,"['James', 'John', 'William', 'Robert', 'Dorothy']"
1918,UT,9955,West,0.49,"['Mary', 'William', 'Helen', 'John', 'Robert']"
1918,VT,4968,Northeast,0.25,"['Robert', 'Mary', 'John', 'Helen', 'Dorothy']"
1918,VA,49156,South,2.44,"['Mary', 'James', 'William', 'John', 'Robert']"
1918,WA,18901,West,0.94,"['Robert', 'Mary', 'John', 'William', 'Dorothy']"
1918,WV,31587,South,1.57,"['William', 'James', 'John', 'Charles', 'Virginia']"
1918,WI,47201,Midwest,2.34,"['Robert', 'John', 'Dorothy', 'Mary', 'Helen']"
1918,WY,2945,West,0.15,"['John', 'Mary', 'Robert', 'William', 'Dorothy']"
1919,AK,414,West,0.02,"['John', 'Mary', 'James', 'George', 'Margaret']"
1919,AL,56298,South,2.88,"['James', 'John', 'William', 'Robert', 'Willie']"
1919,AZ,6501,West,0.33,"['Mary', 'John', 'Robert', 'Manuel', 'Maria']"
1919,AR,37492,South,1.92,"['James', 'Mary', 'William', 'John', 'Robert']"
1919,CA,45113,West,2.31,"['Robert', 'John', 'William', 'Dorothy', 'George']"
1919,CO,14882,West,0.76,"['Mary', 'John', 'Robert', 'William', 'Dorothy']"
1919,CT,25516,Northeast,1.31,"['John', 'Mary', 'Helen', 'Joseph', 'William']"
1919,DE,3686,South,0.19,"['Mary', 'William', 'John', 'Helen', 'James']"
1919,FL,19089,South,0.98,"['James', 'Mary', 'John', 'William', 'Robert']"
1919,GA,68167,South,3.49,"['James', 'John', 'William', 'Willie', 'Robert']"
1919,HI,5005,West,0.26,"['Mary', 'John', 'George', 'William', 'Joseph']"
1919,ID,7725,West,0.40,"['Robert', 'Mary', 'John', 'Helen', 'James']"
1919,IL,106260,Midwest,5.44,"['John', 'Robert', 'William', 'Helen', 'James']"
1919,IN,45537,Midwest,2.33,"['Mary', 'Robert', 'John', 'William', 'Helen']"
1919,IA,39101,Midwest,2.00,"['Robert', 'Dorothy', 'John', 'Helen', 'William']"
1919,KS,29452,Midwest,1.51,"['Mary', 'John', 'Robert', 'Dorothy', 'Helen']"
1919,KY,49830,South,2.55,"['James', 'William', 'John', 'Charles', 'Robert']"
1919,LA,39630,South,2.03,"['Mary', 'John', 'James', 'Joseph', 'William']"
1919,ME,11270,Northeast,0.58,"['Mary', 'John', 'Robert', 'Dorothy', 'George']"
1919,MD,25803,South,1.32,"['Mary', 'William', 'John', 'Charles', 'James']"
1919,MA,65056,Northeast,3.33,"['Mary', 'John', 'Joseph', 'Helen', 'William']"
1919,MI,62938,Midwest,3.22,"['Robert', 'John', 'Mary', 'Helen', 'Dorothy']"
1919,MN,40527,Midwest,2.07,"['Robert', 'John', 'Dorothy', 'Helen', 'Mary']"
1919,MS,41472,South,2.12,"['James', 'John', 'William', 'Willie', 'Robert']"
1919,MO,54321,Midwest,2.78,"['Mary', 'William', 'John', 'Dorothy', 'James']"
1919,MT,10265,West,0.53,"['John', 'Mary', 'Robert', 'Helen', 'William']"
1919,NE,22404,Midwest,1.15,"['Robert', 'John', 'Mary', 'Dorothy', 'Helen']"
1919,NV,544,West,0.03,"['Mary', 'Robert', 'John', 'George', 'William']"
1919,NH,5951,Northeast,0.30,"['Robert', 'Mary', 'George', 'John', 'Dorothy']"
1919,NJ,57352,Northeast,2.93,"['John', 'Mary', 'Helen', 'Joseph', 'William']"
1919,NM,6428,West,0.33,"['Mary', 'Jose', 'John', 'Joe', 'James']"
1919,NY,179630,Northeast,9.19,"['John', 'Joseph', 'William', 'Helen', 'Robert']"
1919,NC,66669,South,3.41,"['James', 'William', 'John', 'Robert', 'Margaret']"
1919,ND,13411,Midwest,0.69,"['John', 'Helen', 'Mary', 'Dorothy', 'Robert']"
1919,OH,93903,Midwest,4.80,"['Robert', 'John', 'Helen', 'William', 'Charles']"
1919,OK,40982,South,2.10,"['Mary', 'James', 'John', 'William', 'Robert']"
1919,OR,10330,West,0.53,"['Robert', 'Mary', 'William', 'John', 'Dorothy']"
1919,PA,172428,Northeast,8.82,"['John', 'William', 'Joseph', 'Robert', 'Margaret']"
1919,RI,9799,Northeast,0.50,"['Mary', 'John', 'Joseph', 'William', 'Helen']"
1919,SC,43928,South,2.25,"['James', 'John', 'William', 'Willie', 'Annie']"
1919,SD,11923,Midwest,0.61,"['Robert', 'John', 'Helen', 'Mary', 'Dorothy']"
1919,TN,47776,South,2.44,"['James', 'Mary', 'William', 'John', 'Robert']"
1919,TX,97020,South,4.96,"['James', 'William', 'John', 'Robert', 'Charles']"
1919,UT,8874,West,0.45,"['Mary', 'John', 'William', 'Helen', 'Ruth']"
1919,VT,4575,Northeast,0.23,"['Robert', 'Mary', 'John', 'Ruth', 'Helen']"
1919,VA,49221,South,2.52,"['Mary', 'James', 'William', 'John', 'Robert']"
1919,WA,18613,West,0.95,"['Robert', 'William', 'John', 'Mary', 'Dorothy']"
1919,WV,30162,South,1.54,"['Mary', 'James', 'William', 'John', 'Charles']"
1919,WI,43123,Midwest,2.21,"['Robert', 'Dorothy', 'John', 'Mary', 'Ruth']"
1919,WY,2802,West,0.14,"['John', 'Mary', 'Robert', 'William', 'James']"
1920,AK,434,West,0.02,"['Mary', 'John', 'William', 'Margaret', 'Paul']"
1920,AL,56348,South,2.68,"['James', 'John', 'William', 'Robert', 'Willie']"
1920,AZ,7392,West,0.35,"['Mary', 'John', 'Robert', 'Frank', 'William']"
1920,AR,38286,South,1.82,"['James', 'Mary', 'William', 'John', 'Robert']"
1920,CA,54146,West,2.58,"['Robert', 'John', 'William', 'Dorothy', 'George']"
1920,CO,17089,West,0.81,"['Mary', 'Robert', 'John', 'William', 'Dorothy']"
1920,CT,26239,Northeast,1.25,"['John', 'Mary', 'Joseph', 'Helen', 'William']"
1920,DE,3744,South,0.18,"['William', 'Mary', 'John', 'Dorothy', 'Joseph']"
1920,FL,20200,South,0.96,"['James', 'John', 'William', 'Robert', 'Dorothy']"
1920,GA,69416,South,3.30,"['James', 'John', 'William', 'Robert', 'Willie']"
1920,HI,5213,West,0.25,"['Mary', 'John', 'Helen', 'William', 'Robert']"
1920,ID,8374,West,0.40,"['Robert', 'William', 'Mary', 'John', 'James']"
1920,IL,112574,Midwest,5.36,"['Robert', 'John', 'William', 'Dorothy', 'James']"
1920,IN,50367,Midwest,2.40,"['Robert', 'John', 'William', 'James', 'Helen']"
1920,IA,43165,Midwest,2.05,"['Robert', 'Mary', 'Dorothy', 'John', 'Helen']"
1920,KS,32404,Midwest,1.54,"['Mary', 'Robert', 'John', 'Dorothy', 'William']"
1920,KY,53832,South,2.56,"['James', 'William', 'John', 'Charles', 'Robert']"
1920,LA,41346,South,1.97,"['John', 'James', 'Joseph', 'William', 'Dorothy']"
1920,ME,12651,Northeast,0.60,"['Mary', 'Robert', 'Dorothy', 'John', 'Ruth']"
1920,MD,27850,South,1.33,"['Mary', 'William', 'John', 'James', 'Charles']"
1920,MA,69504,Northeast,3.31,"['Mary', 'John', 'William', 'Joseph', 'Robert']"
1920,MI,71491,Midwest,3.40,"['Robert', 'Mary', 'John', 'William', 'Helen']"
1920,MN,43965,Midwest,2.09,"['Robert', 'John', 'Dorothy', 'Mary', 'Helen']"
1920,MS,40681,South,1.94,"['James', 'John', 'William', 'Willie', 'Robert']"
1920,MO,58515,Midwest,2.78,"['William', 'John', 'Dorothy', 'James', 'Robert']"
1920,MT,9841,West,0.47,"['Robert', 'Mary', 'John', 'William', 'Helen']"
1920,NE,24592,Midwest,1.17,"['Robert', 'Dorothy', 'Mary', 'Helen', 'John']"
1920,NV,596,West,0.03,"['Robert', 'William', 'Mary', 'John', 'Helen']"
1920,NH,6704,Northeast,0.32,"['Robert', 'Mary', 'John', 'Dorothy', 'Helen']"
1920,NJ,60720,Northeast,2.89,"['John', 'Mary', 'William', 'Joseph', 'Helen']"
1920,NM,7469,West,0.36,"['Mary', 'Jose', 'Joe', 'John', 'Maria']"
1920,NY,189186,Northeast,9.00,"['John', 'Joseph', 'William', 'Robert', 'Ruth']"
1920,NC,70175,South,3.34,"['James', 'William', 'John', 'Robert', 'Margaret']"
1920,ND,14144,Midwest,0.67,"['John', 'Robert', 'Helen', 'Mary', 'Dorothy']"
1920,OH,104575,Midwest,4.98,"['Robert', 'John', 'William', 'Helen', 'James']"
1920,OK,47237,South,2.25,"['James', 'William', 'John', 'Robert', 'Dorothy']"
1920,OR,11593,West,0.55,"['Robert', 'William', 'Dorothy', 'Mary', 'John']"
1920,PA,182332,Northeast,8.68,"['John', 'William', 'Robert', 'Joseph', 'Margaret']"
1920,RI,10680,Northeast,0.51,"['Mary', 'John', 'Joseph', 'William', 'Dorothy']"
1920,SC,45948,South,2.19,"['James', 'John', 'William', 'Robert', 'Annie']"
1920,SD,13021,Midwest,0.62,"['Robert', 'Dorothy', 'Mary', 'John', 'Helen']"
1920,TN,51397,South,2.45,"['James', 'William', 'John', 'Robert', 'Charles']"
1920,TX,107810,South,5.13,"['James', 'William', 'John', 'Robert', 'Charles']"
1920,UT,9776,West,0.47,"['Robert', 'Mary', 'William', 'John', 'Dorothy']"
1920,VT,4922,Northeast,0.23,"['Robert', 'Mary', 'John', 'Dorothy', 'Ruth']"
1920,VA,52691,South,2.51,"['James', 'William', 'John', 'Robert', 'Virginia']"
1920,WA,20270,West,0.96,"['Robert', 'Mary', 'William', 'John', 'Dorothy']"
1920,WV,33702,South,1.60,"['Mary', 'James', 'William', 'John', 'Charles']"
1920,WI,47062,Midwest,2.24,"['Robert', 'Dorothy', 'John', 'Mary', 'Ruth']"
1920,WY,3206,West,0.15,"['Robert', 'Mary', 'John', 'William', 'Helen']"
1921,AK,405,West,0.02,"['Mary', 'John', 'William', 'Joseph', 'George']"
1921,AL,56797,South,2.62,"['James', 'William', 'John', 'Robert', 'Willie']"
1921,AZ,6930,West,0.32,"['Mary', 'John', 'Robert', 'William', 'James']"
1921,AR,38807,South,1.79,"['James', 'William', 'John', 'Robert', 'Dorothy']"
1921,CA,58979,West,2.72,"['Robert', 'Mary', 'John', 'William', 'George']"
1921,CO,18125,West,0.83,"['Mary', 'Robert', 'John', 'William', 'Dorothy']"
1921,CT,26630,Northeast,1.23,"['John', 'Mary', 'Joseph', 'William', 'Helen']"
1921,DE,3562,South,0.16,"['William', 'John', 'Mary', 'James', 'Helen']"
1921,FL,21407,South,0.99,"['James', 'Mary', 'John', 'William', 'Robert']"
1921,GA,67733,South,3.12,"['James', 'John', 'William', 'Robert', 'Willie']"
1921,HI,5550,West,0.26,"['Mary', 'John', 'George', 'Margaret', 'William']"
1921,ID,8692,West,0.40,"['Robert', 'Mary', 'John', 'William', 'Dorothy']"
1921,IL,117259,Midwest,5.40,"['Robert', 'John', 'William', 'Helen', 'James']"
1921,IN,53307,Midwest,2.46,"['Robert', 'William', 'John', 'James', 'Charles']"
1921,IA,44632,Midwest,2.06,"['Robert', 'Mary', 'Dorothy', 'John', 'Helen']"
1921,KS,33938,Midwest,1.56,"['Mary', 'Robert', 'John', 'William', 'Dorothy']"
1921,KY,57892,South,2.67,"['Mary', 'James', 'William', 'John', 'Charles']"
1921,LA,42440,South,1.95,"['Mary', 'James', 'John', 'Joseph', 'Dorothy']"
1921,ME,13008,Northeast,0.60,"['Mary', 'Robert', 'John', 'Dorothy', 'William']"
1921,MD,28571,South,1.32,"['Mary', 'William', 'John', 'Charles', 'James']"
1921,MA,71146,Northeast,3.28,"['Mary', 'John', 'Robert', 'Joseph', 'William']"
1921,MI,74811,Midwest,3.45,"['Robert', 'John', 'William', 'Helen', 'Dorothy']"
1921,MN,45826,Midwest,2.11,"['Robert', 'John', 'Dorothy', 'Mary', 'Donald']"
1921,MS,40141,South,1.85,"['James', 'John', 'William', 'Robert', 'Willie']"
1921,MO,61631,Midwest,2.84,"['William', 'James', 'Dorothy', 'Robert', 'John']"
1921,MT,9592,West,0.44,"['Mary', 'Robert', 'John', 'William', 'James']"
1921,NE,25324,Midwest,1.17,"['Robert', 'Mary', 'Dorothy', 'John', 'William']"
1921,NV,594,West,0.03,"['John', 'Robert', 'Mary', 'William', 'Helen']"
1921,NH,6982,Northeast,0.32,"['Robert', 'Mary', 'John', 'George', 'Rita']"
1921,NJ,61517,Northeast,2.83,"['John', 'Mary', 'William', 'Joseph', 'Helen']"
1921,NM,8104,West,0.37,"['Mary', 'Jose', 'Joe', 'John', 'William']"
1921,NY,193441,Northeast,8.91,"['John', 'William', 'Robert', 'Joseph', 'Helen']"
1921,NC,72225,South,3.33,"['James', 'William', 'John', 'Robert', 'Margaret']"
1921,ND,13934,Midwest,0.64,"['John', 'Robert', 'Mary', 'Dorothy', 'Margaret']"
1921,OH,109067,Midwest,5.02,"['Robert', 'John', 'William', 'Betty', 'James']"
1921,OK,49280,South,2.27,"['James', 'William', 'John', 'Robert', 'Dorothy']"
1921,OR,12177,West,0.56,"['Robert', 'Mary', 'William', 'John', 'Dorothy']"
1921,PA,189580,Northeast,8.73,"['John', 'William', 'Robert', 'Joseph', 'Dorothy']"
1921,RI,11148,Northeast,0.51,"['Mary', 'John', 'Joseph', 'William', 'Dorothy']"
1921,SC,44581,South,2.05,"['James', 'John', 'William', 'Robert', 'Annie']"
1921,SD,13220,Midwest,0.61,"['Robert', 'Dorothy', 'Mary', 'John', 'Donald']"
1921,TN,53152,South,2.45,"['James', 'William', 'John', 'Robert', 'Dorothy']"
1921,TX,111209,South,5.12,"['James', 'William', 'John', 'Dorothy', 'Robert']"
1921,UT,10145,West,0.47,"['Robert', 'Mary', 'John', 'William', 'Helen']"
1921,VT,5315,Northeast,0.24,"['Mary', 'Robert', 'John', 'William', 'Ruth']"
1921,VA,54326,South,2.50,"['James', 'William', 'John', 'Robert', 'Virginia']"
1921,WA,20638,West,0.95,"['Robert', 'Mary', 'William', 'John', 'Dorothy']"
